M,0,0,1
M,0,1,5
M,0,2,5
M,0,3,0
M,0,4,2
M,0,5,2
M,0,6,2
M,0,7,5
M,0,8,4
M,0,9,3
M,0,10,4
M,0,11,1
M,0,12,3
M,0,13,3
M,0,14,0
M,0,15,2
M,0,16,2
M,0,17,3
M,0,18,1
M,0,19,2
M,0,20,3
M,0,21,0
M,0,22,3
M,0,23,5
M,0,24,0
M,0,25,3
M,0,26,3
M,0,27,0
M,0,28,2
M,0,29,4
M,0,30,3
M,0,31,5
M,0,32,3
M,0,33,3
M,0,34,4
M,0,35,1
M,0,36,4
M,0,37,0
M,0,38,2
M,0,39,2
M,0,40,2
M,0,41,5
M,0,42,4
M,0,43,3
M,0,44,2
M,0,45,5
M,0,46,4
M,0,47,0
M,0,48,1
M,0,49,3
M,1,0,4
M,1,1,5
M,1,2,0
M,1,3,3
M,1,4,3
M,1,5,0
M,1,6,3
M,1,7,1
M,1,8,1
M,1,9,4
M,1,10,4
M,1,11,0
M,1,12,2
M,1,13,4
M,1,14,2
M,1,15,0
M,1,16,4
M,1,17,1
M,1,18,0
M,1,19,3
M,1,20,0
M,1,21,0
M,1,22,1
M,1,23,2
M,1,24,3
M,1,25,5
M,1,26,0
M,1,27,5
M,1,28,0
M,1,29,0
M,1,30,4
M,1,31,4
M,1,32,4
M,1,33,0
M,1,34,5
M,1,35,1
M,1,36,2
M,1,37,1
M,1,38,3
M,1,39,0
M,1,40,0
M,1,41,0
M,1,42,0
M,1,43,1
M,1,44,5
M,1,45,5
M,1,46,1
M,1,47,4
M,1,48,4
M,1,49,0
M,2,0,1
M,2,1,5
M,2,2,5
M,2,3,4
M,2,4,1
M,2,5,4
M,2,6,5
M,2,7,2
M,2,8,4
M,2,9,0
M,2,10,2
M,2,11,5
M,2,12,4
M,2,13,4
M,2,14,3
M,2,15,5
M,2,16,4
M,2,17,4
M,2,18,4
M,2,19,5
M,2,20,0
M,2,21,4
M,2,22,0
M,2,23,4
M,2,24,3
M,2,25,1
M,2,26,5
M,2,27,4
M,2,28,0
M,2,29,5
M,2,30,3
M,2,31,5
M,2,32,2
M,2,33,3
M,2,34,4
M,2,35,5
M,2,36,3
M,2,37,3
M,2,38,0
M,2,39,5
M,2,40,0
M,2,41,1
M,2,42,5
M,2,43,4
M,2,44,5
M,2,45,5
M,2,46,2
M,2,47,1
M,2,48,1
M,2,49,0
M,3,0,1
M,3,1,0
M,3,2,3
M,3,3,3
M,3,4,0
M,3,5,1
M,3,6,5
M,3,7,4
M,3,8,3
M,3,9,3
M,3,10,0
M,3,11,2
M,3,12,5
M,3,13,1
M,3,14,4
M,3,15,2
M,3,16,2
M,3,17,1
M,3,18,2
M,3,19,2
M,3,20,0
M,3,21,4
M,3,22,4
M,3,23,2
M,3,24,1
M,3,25,0
M,3,26,4
M,3,27,2
M,3,28,3
M,3,29,4
M,3,30,5
M,3,31,0
M,3,32,4
M,3,33,4
M,3,34,1
M,3,35,0
M,3,36,5
M,3,37,4
M,3,38,2
M,3,39,4
M,3,40,1
M,3,41,3
M,3,42,5
M,3,43,3
M,3,44,1
M,3,45,4
M,3,46,3
M,3,47,2
M,3,48,1
M,3,49,1
M,4,0,4
M,4,1,3
M,4,2,1
M,4,3,1
M,4,4,0
M,4,5,1
M,4,6,5
M,4,7,3
M,4,8,0
M,4,9,4
M,4,10,5
M,4,11,4
M,4,12,1
M,4,13,5
M,4,14,0
M,4,15,1
M,4,16,0
M,4,17,0
M,4,18,4
M,4,19,1
M,4,20,3
M,4,21,4
M,4,22,5
M,4,23,0
M,4,24,0
M,4,25,4
M,4,26,2
M,4,27,1
M,4,28,0
M,4,29,2
M,4,30,2
M,4,31,0
M,4,32,2
M,4,33,2
M,4,34,2
M,4,35,5
M,4,36,4
M,4,37,1
M,4,38,4
M,4,39,4
M,4,40,3
M,4,41,5
M,4,42,4
M,4,43,5
M,4,44,0
M,4,45,0
M,4,46,1
M,4,47,4
M,4,48,4
M,4,49,4
M,5,0,2
M,5,1,0
M,5,2,1
M,5,3,4
M,5,4,3
M,5,5,1
M,5,6,3
M,5,7,5
M,5,8,0
M,5,9,1
M,5,10,1
M,5,11,5
M,5,12,5
M,5,13,2
M,5,14,4
M,5,15,4
M,5,16,0
M,5,17,0
M,5,18,2
M,5,19,4
M,5,20,2
M,5,21,2
M,5,22,4
M,5,23,3
M,5,24,3
M,5,25,4
M,5,26,0
M,5,27,0
M,5,28,5
M,5,29,2
M,5,30,5
M,5,31,0
M,5,32,3
M,5,33,5
M,5,34,3
M,5,35,4
M,5,36,4
M,5,37,0
M,5,38,0
M,5,39,4
M,5,40,3
M,5,41,5
M,5,42,3
M,5,43,2
M,5,44,4
M,5,45,1
M,5,46,2
M,5,47,4
M,5,48,2
M,5,49,4
M,6,0,3
M,6,1,3
M,6,2,3
M,6,3,3
M,6,4,2
M,6,5,2
M,6,6,2
M,6,7,5
M,6,8,2
M,6,9,1
M,6,10,3
M,6,11,5
M,6,12,5
M,6,13,2
M,6,14,5
M,6,15,0
M,6,16,0
M,6,17,5
M,6,18,4
M,6,19,4
M,6,20,3
M,6,21,3
M,6,22,4
M,6,23,0
M,6,24,1
M,6,25,2
M,6,26,2
M,6,27,3
M,6,28,1
M,6,29,3
M,6,30,3
M,6,31,1
M,6,32,3
M,6,33,0
M,6,34,3
M,6,35,4
M,6,36,5
M,6,37,0
M,6,38,0
M,6,39,1
M,6,40,0
M,6,41,3
M,6,42,1
M,6,43,5
M,6,44,4
M,6,45,0
M,6,46,4
M,6,47,1
M,6,48,3
M,6,49,0
M,7,0,1
M,7,1,5
M,7,2,0
M,7,3,0
M,7,4,3
M,7,5,1
M,7,6,1
M,7,7,1
M,7,8,4
M,7,9,5
M,7,10,4
M,7,11,3
M,7,12,5
M,7,13,4
M,7,14,0
M,7,15,1
M,7,16,5
M,7,17,4
M,7,18,4
M,7,19,4
